Year,ICD10_Code,ICD10_Diagnosis,Classification,Metric_Primary,Metric_Secondary,Metric_Tertiary,Value
2013/14,J10-J18,"Pneumonia, Influenza",Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,All persons,34300
2013/14,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,38800
2013/14,I20-I25,Ischaemic Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,59400
2013/14,I72-I78,Other arterial disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,6700
2013/14,I60-I69,Cerebrovascular Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,15900
2013/14,I71,Aortic Aneurysm,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,7300
2013/14,I70,Atherosclerosis,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,All persons,2800
2013/14,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,All persons,10400
2013/14,K50,Crohns Disease,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,All persons,5500
2013/14,K05,Periodontal Disease / Periodonitis,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,All persons,2500
2013/14,H25,Age Related Cataract 45+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,All persons,14400
2013/14,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,All persons,6300
2013/14,O03,Spontaneous Abortion,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,All persons,400
2013/14,All,All admissions,Hospital admissions,Number of admissions,All admissions,Male,4976079
2013/14,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,Hospital admissions,Number of admissions,All diseases which can be caused by smoking,Male,895456
2013/14,C00-D48,All cancers,Hospital admissions,Number of admissions,All cancers,Male,801355
2013/14,J00-J99,All respiratory diseases,Hospital admissions,Number of admissions,All respiratory diseases,Male,269054
2013/14,I00-I99,All circulatory diseases,Hospital admissions,Number of admissions,All circulatory diseases,Male,516221
2013/14,K00-K93,All diseases of the digestive system,Hospital admissions,Number of admissions,All diseases of the digestive system,Male,690775
2013/14,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,47072
2013/14,C00-C14,Upper Respiratory Sites,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,15462
2013/14,C15,Oesophagus,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,21328
2013/14,C32,Larynx,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,3670
2013/14,C53,Cervical,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,.
2013/14,C67,Bladder,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,55902
2013/14,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,9600
2013/14,C16,Stomach,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,13738
2013/14,C25,Pancreas,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,13193
2013/14,C80,Unspecified Site,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,3565
2013/14,C92,Myeloid Leukaemia,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Male,24669
2013/14,J40-J43,Chronic Obstructive Lung Disease,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,2870
2013/14,J44,Chronic Airway Obstruction,Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,54833
2013/14,J10-J18,"Pneumonia, Influenza",Hospital admissions,Number of admissions,Respiratory diseases which can be caused by smoking,Male,88485
2013/14,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,154479
2013/14,I20-I25,Ischaemic Heart Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,182281
2013/14,I72-I78,Other arterial disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,24030
2013/14,I60-I69,Cerebrovascular Disease,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,52788
2013/14,I71,Aortic Aneurysm,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,9471
2013/14,I70,Atherosclerosis,Hospital admissions,Number of admissions,Circulatory diseases which can be caused by smoking,Male,8599
2013/14,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,11248
2013/14,K50,Crohns Disease,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,16194
2013/14,K05,Periodontal Disease / Periodonitis,Hospital admissions,Number of admissions,Digestive Diseases which can be caused caused by smoking,Male,2446
2013/14,H25,Age Related Cataract 45+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,60551
2013/14,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,18982
2013/14,O03,Spontaneous Abortion,Hospital admissions,Number of admissions,Other diseases which can be caused by smoking,Male,.
2013/14,All,All admissions,Hospital admissions,Attributable number,All admissions,Male,285300
2013/14,C00-D48,All cancers,Hospital admissions,Attributable number,All cancers,Male,109500
2013/14,J00-J99,All respiratory diseases,Hospital admissions,Attributable number,All respiratory diseases,Male,66000
2013/14,I00-I99,All circulatory diseases,Hospital admissions,Attributable number,All circulatory diseases,Male,91900
2013/14,K00-K93,All diseases of the digestive system,Hospital admissions,Attributable number,All diseases of the digestive system,Male,9400
2013/14,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,40700
2013/14,C00-C14,Upper Respiratory Sites,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,11100
2013/14,C15,Oesophagus,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,14500
2013/14,C32,Larynx,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,3000
2013/14,C53,Cervical,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,.
2013/14,C67,Bladder,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,23900
2013/14,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,3100
2013/14,C16,Stomach,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,3300
2013/14,C25,Pancreas,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,2900
2013/14,C80,Unspecified Site,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,1800
2013/14,C92,Myeloid Leukaemia,Hospital admissions,Attributable number,Cancers which can be caused by smoking,Male,5200
2013/14,J40-J43,Chronic Obstructive Lung Disease,Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,2500
2013/14,J44,Chronic Airway Obstruction,Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,42800
2013/14,J10-J18,"Pneumonia, Influenza",Hospital admissions,Attributable number,Respiratory diseases which can be caused by smoking,Male,20700
2013/14,I00-I09 & I26-I51,Other Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,26600
2013/14,I20-I25,Ischaemic Heart Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,44000
2013/14,I72-I78,Other arterial disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,3900
2013/14,I60-I69,Cerebrovascular Disease,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,9300
2013/14,I71,Aortic Aneurysm,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,5800
2013/14,I70,Atherosclerosis,Hospital admissions,Attributable number,Circulatory diseases which can be caused by smoking,Male,2300
2013/14,K25-K27,Stomach / Duodenal Ulcer,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,5700
2013/14,K50,Crohns Disease,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,2600
2013/14,K05,Periodontal Disease / Periodonitis,Hospital admissions,Attributable number,Digestive Diseases which can be caused caused by smoking,Male,1000
2013/14,H25,Age Related Cataract 45+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,6600
2013/14,S72.0-S72.2,Hip Fracture 55+,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,1800
2013/14,O03,Spontaneous Abortion,Hospital admissions,Attributable number,Other diseases which can be caused by smoking,Male,.
2013/14,All,All admissions,Hospital admissions,Number of admissions,All admissions,Female,5626660
2013/14,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,Hospital admissions,Number of admissions,All diseases which can be caused by smoking,Female,738810
2013/14,C00-D48,All cancers,Hospital admissions,Number of admissions,All cancers,Female,830282
2013/14,J00-J99,All respiratory diseases,Hospital admissions,Number of admissions,All respiratory diseases,Female,269940
2013/14,I00-I99,All circulatory diseases,Hospital admissions,Number of admissions,All circulatory diseases,Female,376491
2013/14,K00-K93,All diseases of the digestive system,Hospital admissions,Number of admissions,All diseases of the digestive system,Female,699329
2013/14,C33-C34,"Trachea, Lung, Bronchus",Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,40561
2013/14,C00-C14,Upper Respiratory Sites,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,5842
2013/14,C15,Oesophagus,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,8119
2013/14,C32,Larynx,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,665
2013/14,C53,Cervical,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,7000
2013/14,C67,Bladder,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,17175
2013/14,C64-C66 & C68,Kidney and Renal Pelvis,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,4785
2013/14,C16,Stomach,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,5550
2013/14,C25,Pancreas,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,11692
2013/14,C80,Unspecified Site,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,4672
2013/14,C92,Myeloid Leukaemia,Hospital admissions,Number of admissions,Cancers which can be caused by smoking,Female,16020
